lost_pet_type,lost_breed,lost_color,lost_location,lost_date,found_pet_type,found_breed,found_color,found_location,found_date,match,lost_pet_type_encoded,lost_breed_encoded,lost_color_encoded,lost_location_encoded,found_pet_type_encoded,found_breed_encoded,found_color_encoded,found_location_encoded,date_diff
Cat,British Shorthair,Brown,Manhattan,2025-12-29,Bird,Cockatiel,Mixed,Manhattan,2026-01-04,0,1,3,1,3,0,7,4,3,6
Dog,Rottweiler,Black,Queens Plaza,2025-12-08,Dog,German Shepherd,Brown,Brooklyn Bridge,2025-12-17,0,2,20,0,4,2,10,1,1,9
Dog,German Shepherd,Brown,Brooklyn Bridge,2025-12-03,Cat,Abyssinian,White,Brooklyn Bridge,2025-12-13,0,2,10,1,1,1,0,8,1,10
Bird,Conure,Gray,Staten Island,2025-12-14,Bird,Conure,Gray,Central Park,2025-12-17,1,0,8,3,6,0,8,3,2,3
Cat,Persian,Orange,Manhattan,2025-12-20,Cat,Persian,Spotted,Bronx Zoo,2025-12-25,0,1,17,5,3,1,17,6,0,5
Bird,Lovebird,White,Riverside Park,2025-12-30,Bird,Cockatiel,White,Queens Plaza,2026-01-04,1,0,13,8,5,0,7,8,4,5
Dog,Poodle,Mixed,Riverside Park,2025-12-20,Cat,Maine Coon,Spotted,Staten Island,2025-12-24,0,2,18,4,5,1,15,6,6,4
Bird,Parrot,Golden,Staten Island,2025-12-04,Cat,Bengal,Brown,Central Park,2025-12-06,0,0,16,2,6,1,2,1,2,2
Cat,Persian,Mixed,Queens Plaza,2025-12-29,Cat,British Shorthair,Mixed,Riverside Park,2025-12-29,0,1,17,4,4,1,3,4,5,0
Cat,British Shorthair,Spotted,Brooklyn Bridge,2025-12-21,Cat,British Shorthair,Brown,Queens Plaza,2025-12-30,0,1,3,6,1,1,3,1,4,9
Dog,Labrador,Black,Brooklyn Bridge,2025-12-15,Cat,Ragdoll,Striped,Central Park,2025-12-21,0,2,12,0,1,1,19,7,2,6
Bird,Budgie,Golden,Riverside Park,2025-12-14,Bird,Macaw,Orange,Staten Island,2025-12-23,1,0,4,2,5,0,14,5,6,9
Cat,Persian,Striped,Queens Plaza,2025-12-13,Dog,German Shepherd,Orange,Staten Island,2025-12-17,0,1,17,7,4,2,10,5,6,4
Bird,Parrot,Gray,Manhattan,2025-12-30,Bird,Lovebird,Striped,Bronx Zoo,2026-01-09,0,0,16,3,3,0,13,7,0,10
Bird,Canary,Orange,Staten Island,2025-12-16,Bird,Canary,Mixed,Times Square,2025-12-19,0,0,6,5,6,0,6,4,7,3
Cat,Russian Blue,Golden,Riverside Park,2025-12-16,Cat,Bengal,White,Times Square,2025-12-24,0,1,21,2,5,1,2,8,7,8
Dog,Rottweiler,Mixed,Central Park,2025-12-23,Dog,Golden Retriever,Black,Brooklyn Bridge,2025-12-26,0,2,20,4,2,2,11,0,1,3
Dog,Poodle,Spotted,Bronx Zoo,2025-12-27,Dog,Beagle,White,Queens Plaza,2025-12-29,0,2,18,6,0,2,1,8,4,2
Bird,Macaw,Spotted,Riverside Park,2025-12-14,Bird,Macaw,Spotted,Riverside Park,2025-12-18,1,0,14,6,5,0,14,6,5,4
Cat,Siamese,Brown,Central Park,2025-12-23,Cat,Siamese,Striped,Brooklyn Bridge,2025-12-23,1,1,22,1,2,1,22,7,1,0
Cat,Maine Coon,Orange,Central Park,2025-12-08,Cat,Maine Coon,Black,Times Square,2025-12-15,0,1,15,5,2,1,15,0,7,7
Dog,Poodle,Black,Riverside Park,2025-12-11,Dog,Poodle,Black,Bronx Zoo,2025-12-11,1,2,18,0,5,2,18,0,0,0
Dog,Rottweiler,Spotted,Brooklyn Bridge,2025-12-20,Cat,Bengal,Mixed,Staten Island,2025-12-30,0,2,20,6,1,1,2,4,6,10
Cat,Ragdoll,Striped,Central Park,2025-12-22,Cat,Ragdoll,Spotted,Brooklyn Bridge,2025-12-25,0,1,19,7,2,1,19,6,1,3
Bird,Lovebird,Striped,Riverside Park,2025-12-18,Dog,Rottweiler,White,Manhattan,2025-12-27,0,0,13,7,5,2,20,8,3,9
Bird,Lovebird,Brown,Queens Plaza,2025-12-29,Cat,Abyssinian,Mixed,Central Park,2026-01-07,0,0,13,1,4,1,0,4,2,9
Dog,Yorkshire Terrier,Golden,Bronx Zoo,2025-12-21,Cat,British Shorthair,White,Manhattan,2025-12-24,0,2,23,2,0,1,3,8,3,3
Cat,British Shorthair,White,Times Square,2025-12-06,Bird,Parrot,Striped,Central Park,2025-12-10,0,1,3,8,7,0,16,7,2,4
Dog,Bulldog,Orange,Times Square,2025-12-07,Dog,Beagle,Striped,Times Square,2025-12-12,0,2,5,5,7,2,1,7,7,5
Dog,German Shepherd,Striped,Times Square,2025-12-14,Dog,Yorkshire Terrier,Mixed,Queens Plaza,2025-12-18,0,2,10,7,7,2,23,4,4,4
Bird,Budgie,Orange,Central Park,2025-12-18,Dog,Rottweiler,Orange,Bronx Zoo,2025-12-27,0,0,4,5,2,2,20,5,0,9
Dog,Rottweiler,Brown,Riverside Park,2025-12-21,Bird,Budgie,Golden,Riverside Park,2025-12-22,0,2,20,1,5,0,4,2,5,1
Dog,Golden Retriever,Orange,Times Square,2025-12-25,Cat,British Shorthair,Orange,Central Park,2026-01-02,0,2,11,5,7,1,3,5,2,8
Cat,Maine Coon,Striped,Manhattan,2025-12-26,Dog,Labrador,White,Riverside Park,2026-01-04,0,1,15,7,3,2,12,8,5,9
Bird,Cockatiel,Spotted,Queens Plaza,2025-12-03,Bird,Cockatiel,Golden,Queens Plaza,2025-12-04,1,0,7,6,4,0,7,2,4,1
Bird,Macaw,Black,Central Park,2025-12-03,Cat,Russian Blue,Mixed,Staten Island,2025-12-06,0,0,14,0,2,1,21,4,6,3
Bird,Canary,Orange,Staten Island,2025-12-11,Cat,British Shorthair,Gray,Bronx Zoo,2025-12-11,0,0,6,5,6,1,3,3,0,0
Dog,Labrador,Striped,Queens Plaza,2025-12-30,Dog,Labrador,Striped,Times Square,2026-01-06,1,2,12,7,4,2,12,7,7,7
Dog,Rottweiler,Spotted,Bronx Zoo,2025-12-20,Dog,Bulldog,Spotted,Bronx Zoo,2025-12-25,1,2,20,6,0,2,5,6,0,5
Dog,Poodle,Mixed,Manhattan,2025-12-15,Dog,Yorkshire Terrier,White,Riverside Park,2025-12-21,0,2,18,4,3,2,23,8,5,6
Cat,Ragdoll,Orange,Riverside Park,2025-12-24,Cat,Russian Blue,Orange,Riverside Park,2026-01-03,1,1,19,5,5,1,21,5,5,10
Cat,Ragdoll,Orange,Times Square,2025-12-31,Cat,Ragdoll,Orange,Times Square,2026-01-06,1,1,19,5,7,1,19,5,7,6
Cat,Abyssinian,Orange,Central Park,2025-12-26,Bird,Budgie,Black,Brooklyn Bridge,2026-01-05,0,1,0,5,2,0,4,0,1,10
Bird,Macaw,Orange,Bronx Zoo,2025-12-15,Bird,Lovebird,Brown,Queens Plaza,2025-12-23,0,0,14,5,0,0,13,1,4,8
Cat,Siamese,Black,Manhattan,2025-12-12,Bird,Macaw,Golden,Riverside Park,2025-12-13,0,1,22,0,3,0,14,2,5,1
Bird,Canary,Black,Central Park,2025-12-07,Dog,Yorkshire Terrier,Spotted,Queens Plaza,2025-12-12,0,0,6,0,2,2,23,6,4,5
Bird,Finch,Spotted,Manhattan,2025-12-18,Bird,Macaw,Striped,Central Park,2025-12-28,0,0,9,6,3,0,14,7,2,10
Bird,Finch,White,Riverside Park,2025-12-27,Bird,Cockatiel,Orange,Manhattan,2026-01-03,0,0,9,8,5,0,7,5,3,7
Cat,Siamese,Mixed,Manhattan,2025-12-21,Cat,Maine Coon,Gray,Staten Island,2025-12-23,0,1,22,4,3,1,15,3,6,2
Bird,Budgie,Orange,Queens Plaza,2025-12-15,Bird,Conure,Brown,Riverside Park,2025-12-16,0,0,4,5,4,0,8,1,5,1
Dog,Labrador,Spotted,Brooklyn Bridge,2025-12-16,Bird,Parrot,Mixed,Staten Island,2025-12-21,0,2,12,6,1,0,16,4,6,5
Cat,Abyssinian,White,Staten Island,2025-12-19,Bird,Cockatiel,White,Central Park,2025-12-25,0,1,0,8,6,0,7,8,2,6
Dog,Bulldog,Spotted,Central Park,2025-12-21,Bird,Lovebird,Brown,Times Square,2025-12-31,0,2,5,6,2,0,13,1,7,10
Cat,Ragdoll,Black,Riverside Park,2025-12-29,Cat,Maine Coon,Black,Riverside Park,2026-01-05,1,1,19,0,5,1,15,0,5,7
Dog,Labrador,Golden,Staten Island,2025-12-22,Dog,Labrador,Golden,Queens Plaza,2025-12-28,1,2,12,2,6,2,12,2,4,6
Bird,Budgie,Striped,Manhattan,2025-12-20,Bird,Macaw,White,Manhattan,2025-12-30,0,0,4,7,3,0,14,8,3,10
Cat,Ragdoll,White,Queens Plaza,2025-12-24,Bird,Budgie,Spotted,Times Square,2025-12-27,0,1,19,8,4,0,4,6,7,3
Bird,Canary,Striped,Riverside Park,2025-12-12,Bird,Canary,Striped,Queens Plaza,2025-12-20,1,0,6,7,5,0,6,7,4,8
Cat,Russian Blue,Black,Central Park,2025-12-11,Cat,Russian Blue,Black,Central Park,2025-12-20,1,1,21,0,2,1,21,0,2,9
Dog,Beagle,Orange,Queens Plaza,2025-12-05,Dog,Beagle,Orange,Queens Plaza,2025-12-15,1,2,1,5,4,2,1,5,4,10
Cat,Ragdoll,Brown,Staten Island,2025-12-20,Bird,Macaw,Black,Manhattan,2025-12-30,0,1,19,1,6,0,14,0,3,10
Bird,Canary,Brown,Brooklyn Bridge,2025-12-28,Dog,Rottweiler,Black,Central Park,2026-01-04,0,0,6,1,1,2,20,0,2,7
Dog,Bulldog,Orange,Manhattan,2025-12-17,Dog,Bulldog,Orange,Manhattan,2025-12-27,1,2,5,5,3,2,5,5,3,10
Bird,Macaw,Spotted,Staten Island,2025-12-24,Cat,Abyssinian,White,Central Park,2025-12-29,0,0,14,6,6,1,0,8,2,5
Bird,Cockatiel,Mixed,Riverside Park,2025-12-18,Dog,Labrador,Brown,Brooklyn Bridge,2025-12-20,0,0,7,4,5,2,12,1,1,2
Dog,Rottweiler,Gray,Brooklyn Bridge,2025-12-21,Cat,Persian,Striped,Brooklyn Bridge,2025-12-25,0,2,20,3,1,1,17,7,1,4
Dog,Beagle,Brown,Queens Plaza,2025-12-13,Dog,Beagle,Brown,Queens Plaza,2025-12-19,1,2,1,1,4,2,1,1,4,6
Cat,Abyssinian,Black,Queens Plaza,2025-12-06,Bird,Lovebird,Golden,Bronx Zoo,2025-12-16,0,1,0,0,4,0,13,2,0,10
Cat,Maine Coon,Striped,Staten Island,2025-12-28,Cat,Maine Coon,White,Central Park,2026-01-06,0,1,15,7,6,1,15,8,2,9
Cat,Persian,Brown,Riverside Park,2025-12-22,Cat,Abyssinian,Orange,Central Park,2025-12-27,0,1,17,1,5,1,0,5,2,5
Dog,Poodle,Brown,Brooklyn Bridge,2025-12-25,Dog,Poodle,Brown,Brooklyn Bridge,2025-12-27,1,2,18,1,1,2,18,1,1,2
Bird,Conure,Spotted,Riverside Park,2025-12-07,Bird,Parrot,Gray,Manhattan,2025-12-10,0,0,8,6,5,0,16,3,3,3
Bird,Lovebird,Spotted,Staten Island,2025-12-20,Bird,Conure,White,Central Park,2025-12-27,0,0,13,6,6,0,8,8,2,7
Bird,Lovebird,Golden,Times Square,2025-12-15,Cat,Russian Blue,Black,Times Square,2025-12-25,0,0,13,2,7,1,21,0,7,10
Dog,German Shepherd,Orange,Times Square,2025-12-31,Bird,Budgie,Brown,Bronx Zoo,2025-12-31,0,2,10,5,7,0,4,1,0,0
Cat,Persian,Black,Staten Island,2025-12-25,Cat,Bengal,Orange,Queens Plaza,2025-12-29,0,1,17,0,6,1,2,5,4,4
Dog,German Shepherd,Orange,Staten Island,2025-12-12,Dog,Beagle,Striped,Central Park,2025-12-12,0,2,10,5,6,2,1,7,2,0
Dog,Bulldog,Spotted,Queens Plaza,2025-12-19,Dog,Bulldog,Spotted,Queens Plaza,2025-12-22,1,2,5,6,4,2,5,6,4,3
Dog,Bulldog,Spotted,Bronx Zoo,2025-12-27,Dog,Yorkshire Terrier,Mixed,Staten Island,2025-12-27,0,2,5,6,0,2,23,4,6,0
Cat,Ragdoll,Black,Riverside Park,2025-12-31,Bird,Cockatiel,Mixed,Riverside Park,2026-01-05,0,1,19,0,5,0,7,4,5,5
Cat,Persian,Spotted,Riverside Park,2025-12-31,Cat,British Shorthair,Spotted,Staten Island,2026-01-07,0,1,17,6,5,1,3,6,6,7
Bird,Parrot,Brown,Bronx Zoo,2025-12-02,Dog,Yorkshire Terrier,Spotted,Staten Island,2025-12-10,0,0,16,1,0,2,23,6,6,8
Cat,British Shorthair,Gray,Central Park,2025-12-15,Cat,Maine Coon,Gray,Central Park,2025-12-20,1,1,3,3,2,1,15,3,2,5
Dog,Beagle,Golden,Riverside Park,2025-12-22,Cat,Bengal,Golden,Times Square,2025-12-24,0,2,1,2,5,1,2,2,7,2
Dog,Golden Retriever,Spotted,Manhattan,2025-12-04,Dog,Yorkshire Terrier,Gray,Queens Plaza,2025-12-10,0,2,11,6,3,2,23,3,4,6
Bird,Canary,Spotted,Bronx Zoo,2025-12-23,Bird,Canary,Spotted,Central Park,2025-12-24,1,0,6,6,0,0,6,6,2,1
Cat,Siamese,Spotted,Riverside Park,2025-12-31,Cat,Ragdoll,Spotted,Queens Plaza,2026-01-09,0,1,22,6,5,1,19,6,4,9
Dog,Golden Retriever,White,Brooklyn Bridge,2025-12-31,Cat,Maine Coon,Striped,Riverside Park,2026-01-02,0,2,11,8,1,1,15,7,5,2
Cat,British Shorthair,Gray,Manhattan,2025-12-16,Dog,Labrador,Black,Times Square,2025-12-17,0,1,3,3,3,2,12,0,7,1
Cat,British Shorthair,Orange,Riverside Park,2025-12-19,Cat,British Shorthair,Orange,Riverside Park,2025-12-24,1,1,3,5,5,1,3,5,5,5
Bird,Lovebird,Spotted,Staten Island,2025-12-21,Bird,Finch,White,Times Square,2025-12-28,0,0,13,6,6,0,9,8,7,7
Bird,Canary,Brown,Times Square,2025-12-16,Bird,Finch,Brown,Times Square,2025-12-16,1,0,6,1,7,0,9,1,7,0
